Time,Order
0.125,7.702812949336374
0.25,7.721071258522192
0.375,7.680182215242162
0.5,7.667483838602283
0.625,7.737976031697744
0.75,7.857618299394502
0.875,7.755410588357458
1.0,7.732981212575175
1.125,7.9240821018151735
1.25,8.022883466507546
1.375,7.954372869081436
1.5,7.910726675342659
1.625,8.050425483214058
1.75,8.135420484968888
1.875,8.159954444650577
2.0,8.065705645155667
2.125,8.063591299497242
2.25,8.172213875647163
2.375,8.1355288510366
2.5,8.095048222780589
2.625,8.054685701155199
2.75,8.216452934505211
2.875,8.168292046983725
3.0,8.17096391437702
3.125,8.099395390794719
3.25,8.129306010491971
3.375,8.184584374082894
3.5,8.190123261607805
3.625,8.200436924623192
3.75,8.111734932174537
3.875,8.137535687512457
4.0,8.186458385925178
4.125,8.20947984574542
4.25,8.155641920818503
4.375,8.039366954799661
4.5,8.2126403957595
4.625,8.175513607996558
4.75,8.167428100252756
4.875,8.039093488006952
5.0,8.09649395452905
5.125,8.159035647106027
5.25,8.160721753027211
5.375,8.116136023223238
5.5,8.030916488086268
5.625,8.174860198967167
5.75,8.184001166332582
5.875,8.122405286056274
6.0,8.083331069383759
6.125,8.120906109186691
6.25,8.200635888443246
6.375,8.122914875917228
6.5,8.176678596322876
6.625,8.07400555421918
6.75,8.123718583651824
6.875,8.172221921440242
7.0,8.199262516891633
7.125,8.13690417645407
7.25,8.095977213584755
7.375,8.198314802840256
7.5,8.156998151837406
7.625,8.212354068031892
7.75,8.117996933679391
7.875,8.11239528687943
8.0,8.204734962883853
8.125,8.21258708164982
8.25,8.185952340937353
8.375,8.057662166894122
8.5,8.176752074675353
8.625,8.2032157401764
8.75,8.244244655276532
8.875,8.120312013949395
9.0,8.116498140113281
9.125,8.275955344607615
9.25,8.200821252260145
9.375,8.174944001839943
9.5,8.135785540523424
9.625,8.18819856200354
9.75,8.199776247460091
9.875,8.243274166272366
10.0,8.235444807647266
10.125,8.117063552690993
10.25,8.26922314276438
10.375,8.224095154356998
10.5,8.247921772966189
10.625,8.183482128081932
10.75,8.204542528423515
10.875,8.232418692970466
11.0,8.257563017468337
11.125,8.286835326117968
11.25,8.116720038044653
11.375,8.179355810906548
11.5,8.272612064684928
11.625,8.279721144010619
11.75,8.205533209394726
11.875,8.137695602922792
12.0,8.293530147132559
12.125,8.23303612251933
12.25,8.2477137964179
12.375,8.12007341552758
12.5,8.196413701661536
12.625,8.261408039965977
12.75,8.239490925922775
12.875,8.208344930881445
13.0,8.11071081252417
13.125,8.24522343641944
13.25,8.211004565837106
13.375,8.237788203817049
13.5,8.183609383460322
13.625,8.144541875952125
13.75,8.262477570035589
13.875,8.189077462662688
14.0,8.215642993289121
14.125,8.134750277082938
14.25,8.159851942235866
14.375,8.197636493633965
14.5,8.265972898730906
14.625,8.233153249833451
14.75,8.080642059385308
14.875,8.263714610364374
15.0,8.246197344748392
15.125,8.249344983345818
15.25,8.150141292761047
15.375,8.180954500375421
15.5,8.257801689912306
15.625,8.26822934985355
15.75,8.245585390551195
15.875,8.093851685604879
16.0,8.213786752733943
16.125,8.29625674612491
16.25,8.234458463746357
16.375,8.193656792490671
16.5,8.179997838694879
16.625,8.299203804746922
16.75,8.202130053942335
16.875,8.250350967595669
17.0,8.146762239730599
17.125,8.194021659780326
17.25,8.226088426948264
17.375,8.253937915714326
17.5,8.238222182656614
17.625,8.116021286266577
17.75,8.202621382855831
17.875,8.217782030698618
18.0,8.217469774684274
18.125,8.130920506124038
18.25,8.058896109105524
18.375,8.158599456112587
18.5,8.147169156106388
18.625,8.116142506179527
18.75,7.983021530783845
18.875,8.097980088757438
19.0,8.121028504844215
19.125,8.174370618229515
19.25,8.124482838329026
19.375,8.011118965474921
19.5,8.249214346631042
19.625,8.331823705888443
19.75,8.417461961988124
19.875,8.408775156374666
20.0,8.357008531706274
20.125,8.134152233030026
20.25,7.956663361026119
20.375,7.992410277368764
20.5,7.992401466986804
20.625,7.9716270190996
20.75,8.081568206391388
20.875,8.071629172319883
21.0,8.093360396677994
21.125,8.082726248993623
21.25,7.971342709573255
21.375,7.968407273603565
21.5,8.12783330504801
21.625,8.072354689579278
21.75,8.018591110244671
21.875,8.084485501264975
