Time,Order
22.0,8.094578829323392
22.125,8.15287991652814
22.25,8.213184100579445
22.375,8.054623499501579
22.5,8.19375242396388
22.625,8.220138323294723
22.75,8.188212094725229
22.875,8.173587950132644
23.0,8.144155086092224
23.125,8.192590643335345
23.25,8.219586576785119
23.375,8.220052266438561
23.5,8.119756632484702
23.625,8.13228750358926
23.75,8.226183043520242
23.875,8.240825735639193
24.0,8.196263965764619
24.125,8.108118649937092
24.25,8.203824136357216
24.375,8.19834238510456
24.5,8.208188650758627
24.625,8.09394311739661
24.75,8.125413779963356
24.875,8.267832156941562
25.0,8.159449198169654
25.125,8.18551459760415
25.25,8.139817419906947
25.375,8.12726406844277
25.5,8.164101998568821
25.625,8.210842125041248
25.75,8.160753846048106
25.875,8.099939202524029
26.0,8.248666717333139
26.125,8.188819613991834
26.25,8.229140725696997
26.375,8.17416820896373
26.5,8.184442615205121
26.625,8.24241744322501
26.75,8.25479422149547
26.875,8.299340550307692
27.0,8.130044074721289
27.125,8.179676350104273
27.25,8.273627596079228
27.375,8.294802273130884
27.5,8.190886914414728
27.625,8.155033640562655
27.75,8.317012429820574
27.875,8.248580957703739
28.0,8.25827561310672
28.125,8.135341036755328
28.25,8.212758371856197
28.375,8.295147937558227
28.5,8.26260060279133
28.625,8.221112289509021
28.75,8.149258039107016
28.875,8.273721537615073
29.0,8.232500435135954
29.125,8.26840664379223
29.25,8.198256564650878
29.375,8.177586737477471
29.5,8.304901200187643
29.625,8.215918674088664
29.75,8.240925241250826
29.875,8.161146521154304
30.0,8.179202156796755
30.125,8.228587189082354
30.25,8.292703302209341
30.375,8.259784293863142
30.5,8.129719883517561
30.625,8.293430010669335
30.75,8.264197434360174
30.875,8.276632876210506
31.0,8.165983533009564
31.125,8.196609356118028
31.25,8.298258272874445
31.375,8.302170767915635
31.5,8.274566922701986
31.625,8.132929841747218
31.75,8.236800377613788
31.875,8.31452988105023
32.0,8.268242649879308
32.125,8.214729814382892
32.25,8.21494143257524
32.375,8.350899754393662
32.5,8.236473956368703
32.625,8.276229260080253
32.75,8.18456475726559
32.875,8.217745767601636
33.0,8.267659499707957
33.125,8.301625743926403
33.25,8.265268998966587
33.375,8.174681215793768
33.5,8.266195324731736
33.625,8.277611183427481
33.75,8.28995818448455
33.875,8.229111639473759
34.0,8.190089578036421
34.125,8.308460081842531
34.25,8.289759103335665
34.375,8.269818953240579
34.5,8.15429260807553
34.625,8.217535535502968
34.75,8.27806652519957
34.875,8.329195836583285
35.0,8.225773377759381
35.125,8.191351837145202
35.25,8.35730267957229
35.375,8.29410409108174
35.5,8.271514031773204
35.625,8.23094452881397
35.75,8.272262647976396
35.875,8.31204616315146
36.0,8.343650133744761
36.125,8.323254030791862
36.25,8.206868191648478
36.375,8.310086448633085
36.5,8.322043273185525
36.625,8.339156760324249
36.75,8.270339308260384
36.875,8.260343172583811
37.0,8.330074781977265
37.125,8.323233970567
37.25,8.332621543965072
37.375,8.218805075162368
37.5,8.262300679917011
37.625,8.31926160053897
37.75,8.366538629781832
37.875,8.324574602643697
38.0,8.187650440639818
38.125,8.368546380461176
38.25,8.354787846517123
38.375,8.314469865542923
38.5,8.247199645723853
38.625,8.285348841456164
38.75,8.346365134682566
38.875,8.351106651139593
39.0,8.307952821649858
39.125,8.226364513621284
39.25,8.337484238924128
39.375,8.310303756420387
39.5,8.332935476153759
39.625,8.313722837667633
39.75,8.23628435569592
39.875,8.383887284423412
40.0,8.324889990576144
40.125,8.31154994903744
40.25,8.2698725702803
40.375,8.292015935818418
40.5,8.286641663880967
40.625,8.360117736366055
40.75,8.386026846686928
40.875,8.196518280849562
41.0,8.339108735511955
41.125,8.377788502002028
41.25,8.34334022678768
41.375,8.282218442013663
41.5,8.270792658213244
41.625,8.356473031548914
41.75,8.353873571577015
41.875,8.346650263578256
42.0,8.193297634583201
42.125,8.286731963588114
42.25,8.353824929006144
42.375,8.295110505777968
42.5,8.293856953220237
42.625,8.22006969370406
42.75,8.361685398036032
42.875,8.312120498114556
43.0,8.303469282067582
43.125,8.228233193618843
43.25,8.265496871323208
43.375,8.293491866265631
43.5,8.287316219513698
43.625,8.296936744286098
43.75,8.184075799676268
43.875,8.243936232463861
44.0,8.281933218204335
44.125,8.294152792032577
44.25,8.276594783649715
44.375,8.167881293594402
44.5,8.318559153850494
44.625,8.30028008627263
44.75,8.310579900950387
44.875,8.191609112372543
45.0,8.265823716738405
45.125,8.289981636433
45.25,8.327560329475492
45.375,8.302671487503936
45.5,8.167560798508722
45.625,8.304867910874652
45.75,8.368816837143811
45.875,8.271986625342281
46.0,8.23425550042696
46.125,8.289515371109307
46.25,8.30041151594845
46.375,8.273612014602906
46.5,8.350482884300474
46.625,8.182643332054008
46.75,8.265077575979591
46.875,8.309962362030102
47.0,8.299514937348397
47.125,8.289331955631011
47.25,8.241772852370342
47.375,8.285253399235346
47.5,8.285801929472107
47.625,8.320771191473057
47.75,8.225670407055542
47.875,8.248352373081241
48.0,8.275045218843626
48.125,8.302545466856284
48.25,8.314841172091416
48.375,8.142167675925272
48.5,8.248177554108228
48.625,8.304708174980922
48.75,8.322782765866362
48.875,8.218188515097856
49.0,8.192131552223227
49.125,8.301933902250523
49.25,8.281242281504262
49.375,8.257965271645885
49.5,8.188606281219647
49.625,8.26146719858269
49.75,8.27087381848138
49.875,8.285000014389379
50.0,8.298326015501047
50.125,8.180425097313382
50.25,8.30838053707171
50.375,8.305843255316217
50.5,8.309480416048544
50.625,8.240517361042233
50.75,8.278925234533249
50.875,8.270450467514907
51.0,8.300478184394285
51.125,8.36183829799637
51.25,8.19244780422224
51.375,8.246417368330839
51.5,8.3407295924511
51.625,8.33269351162853
51.75,8.29239483369051
51.875,8.233943286380336
52.0,8.334882197311355
52.125,8.323758901013647
52.25,8.345260753887938
52.375,8.201012199706135
52.5,8.279794942083528
52.625,8.329087554009208
52.75,8.312405855419174
52.875,8.312420684419772
53.0,8.195633943934842
53.125,8.305314731756821
53.25,8.299648473238987
53.375,8.30830260600575
53.5,8.26103480708684
53.625,8.23397334086632
53.75,8.306280561379184
53.875,8.27145597149257
54.0,8.291935293998343
54.125,8.199702225205035
54.25,8.23628474604578
54.375,8.259763657149048
54.5,8.311786889834314
54.625,8.320170693346673
54.75,8.154059483470013
54.875,8.304192689244607
55.0,8.324189285675816
55.125,8.31678443720603
55.25,8.22937757687409
55.375,8.276443314340321
55.5,8.297020165146582
55.625,8.331172572906013
55.75,8.348427603106565
55.875,8.17372672021892
56.0,8.292489549844491
56.125,8.399489712384216
56.25,8.300368689657747
56.375,8.293934720757333
56.5,8.298348811533659
56.625,8.359591588018878
56.75,8.301557068915475
56.875,8.361021498192654
57.0,8.232092437147609
57.125,8.311721066033972
57.25,8.343773657386807
57.375,8.339667378343599
57.5,8.3785103796855
57.625,8.286890238632466
57.75,8.330863681223391
57.875,8.361625960099289
58.0,8.350213744363806
58.125,8.275078111093224
58.25,8.234622315700701
58.375,8.311534251608984
58.5,8.293380984450094
58.625,8.284737529659324
58.75,8.125476764668123
58.875,8.211698650213135
59.0,8.237819269497997
59.125,8.279994889253624
59.25,8.231187004451762
59.375,8.130398720022255
59.5,8.340228257950344
59.625,8.40117187585597
59.75,8.496657483801354
59.875,8.492365468001282
60.0,8.448979451332976
60.125,8.231846673841671
60.25,8.052472196559286
60.375,8.107329850412306
60.5,8.11181822352787
60.625,8.07553329264524
60.75,8.192312499185913
60.875,8.14717013915861
61.0,8.177187034776235
61.125,8.190009707896095
61.25,8.064985025379334
61.375,8.068784289530917
61.5,8.24315987993606
61.625,8.148959440393144
61.75,8.112049608321342
61.875,8.193850692590267
62.0,8.198333741666083
62.125,8.26937080372693
62.25,8.333510128971977
62.375,8.147553925777983
62.5,8.276430045566924
62.625,8.296002661200692
62.75,8.260271803176106
62.875,8.263942546350826
63.0,8.259500978515286
63.125,8.286652664075255
63.25,8.314943950795305
63.375,8.296166453552143
63.5,8.190115469595796
63.625,8.228566434412329
63.75,8.313421783291023
63.875,8.336376251494787
64.0,8.307163854071119
64.125,8.19757127017762
64.25,8.283185248687024
64.375,8.273863899385532
64.5,8.306837872896597
64.625,8.1993713354756
64.75,8.242065600937888
64.875,8.368380367816721
65.0,8.270428232218551
65.125,8.276017546281158
65.25,8.23986155687566
65.375,8.238503249598482
65.5,8.267420724925401
65.625,8.341403786204763
65.75,8.289747981508183
65.875,8.208005128886525
66.0,8.358164230292617
66.125,8.312747619982305
66.25,8.331885294866384
66.375,8.304700979509022
66.5,8.325954921097216
66.625,8.358106794125172
66.75,8.361832479183414
66.875,8.416203917108009
67.0,8.253760653051781
67.125,8.295793301194976
67.25,8.39071705404758
67.375,8.423149240050664
67.5,8.324324432559502
67.625,8.294665451148871
67.75,8.418307267654559
67.875,8.353889100231916
68.0,8.371049777877111
68.125,8.264308213592647
68.25,8.32262759227893
68.375,8.401441220389392
68.5,8.380403316587557
68.625,8.336073023946549
68.75,8.260044025486303
68.875,8.356090523396812
69.0,8.333825520120039
69.125,8.396479148780905
69.25,8.31560562419771
69.375,8.291852767545999
69.5,8.414077763482489
69.625,8.33841625357029
69.75,8.331104357481411
69.875,8.284406777849037
70.0,8.291009638873431
70.125,8.33889691779026
70.25,8.422372162423017
70.375,8.37688938686313
70.5,8.23858894117464
70.625,8.391248908267743
70.75,8.37863003075793
70.875,8.38459574726576
71.0,8.302963008113126
71.125,8.326398523802421
71.25,8.396469969792568
71.375,8.4167379092227
71.5,8.384184183301887
71.625,8.25302050201532
71.75,8.316915614124445
71.875,8.418587723322366
72.0,8.392877017754428
72.125,8.31970709961662
72.25,8.323774660287757
72.375,8.426417521698225
72.5,8.315086306489833
72.625,8.35666102525954
72.75,8.261904486223857
72.875,8.273723092233414
73.0,8.351349622006923
73.125,8.367369223056567
73.25,8.32502462749499
73.375,8.266188084509217
73.5,8.27993505135416
73.625,8.305580182006418
73.75,8.34218466882725
73.875,8.274723727435578
74.0,8.234778171442839
74.125,8.356237292204556
74.25,8.33015951828555
74.375,8.313895606746057
74.5,8.219997403909911
74.625,8.241651247503077
74.75,8.300702091684334
74.875,8.397003200152888
75.0,8.281022086443222
75.125,8.243581101533259
75.25,8.37949380607334
75.375,8.32122408273116
75.5,8.293185379254908
75.625,8.271786554769667
75.75,8.31818638271568
75.875,8.350475059552029
76.0,8.39069855436637
76.125,8.357462881594842
76.25,8.242531985749572
76.375,8.310188359489436
76.5,8.356352238555809
76.625,8.372476862277443
76.75,8.316901863947454
76.875,8.335102145861295
77.0,8.36158014668682
77.125,8.354806577667368
77.25,8.372464197516038
77.375,8.26238647546371
77.5,8.281280724301672
77.625,8.380388219175058
77.75,8.409481864507212
77.875,8.381436164295348
78.0,8.269184160404249
78.125,8.375502226166226
78.25,8.381268008424648
78.375,8.356426706264637
78.5,8.283292311334671
78.625,8.321576697605629
78.75,8.392237920106052
78.875,8.3999330334477
79.0,8.345407859167517
79.125,8.255026615354975
79.25,8.331356430642273
79.375,8.33635857555227
79.5,8.342632155721757
79.625,8.31585534589944
79.75,8.259576097076224
79.875,8.390313556697476
80.0,8.334408991207319
80.125,8.302143216036542
80.25,8.263344252588642
80.375,8.29176190272595
80.5,8.287997841719795
80.625,8.362379235661644
80.75,8.395425205081045
80.875,8.211513189717708
81.0,8.332936663629994
81.125,8.388323044133703
81.25,8.317557981089992
81.375,8.275974741524694
81.5,8.302861144590453
81.625,8.349526133243414
81.75,8.359546547004742
81.875,8.366112722085006
82.0,8.188727192798172
82.125,8.279658922261373
82.25,8.37994766388486
82.375,8.293959820193017
82.5,8.295427900735389
82.625,8.256668143705067
82.75,8.35450260029178
82.875,8.327139863390615
83.0,8.313008619852969
83.125,8.231098911293051
83.25,8.293589491317293
83.375,8.337018755475192
83.5,8.311410673306181
83.625,8.315974863996175
83.75,8.228674300769669
83.875,8.253021394147938
84.0,8.305647376800202
84.125,8.319476524005248
84.25,8.287432044168247
84.375,8.214756243342675
84.5,8.359651848800251
84.625,8.323181309260296
84.75,8.311263781493382
84.875,8.217755823905234
85.0,8.28895763767679
85.125,8.32370374863349
85.25,8.369642552388338
85.375,8.350205697944592
85.5,8.237222600130707
85.625,8.355644600792154
85.75,8.432543521313528
85.875,8.310935485390786
86.0,8.28773336413056
86.125,8.373628726267327
86.25,8.37122681043944
86.375,8.3466846199655
86.5,8.416426442021612
86.625,8.242113890009149
86.75,8.3337993557376
86.875,8.387027711817895
87.0,8.361405920795569
87.125,8.37598515821392
87.25,8.342884219077913
87.375,8.35958498497616
87.5,8.37984148814799
87.625,8.385393576718197
87.75,8.284605152094297
87.875,8.345579258125602
88.0,8.360058830110251
88.125,8.380650911296783
88.25,8.395993180822503
88.375,8.232060426952696
88.5,8.340321536468766
88.625,8.394427450278322
88.75,8.397230889804105
88.875,8.32900204330425
89.0,8.307651160981129
89.125,8.398917244773058
89.25,8.389377462090842
89.375,8.32931587840696
89.5,8.280499134672018
89.625,8.3733132677797
89.75,8.349536946577532
89.875,8.360245407901994
90.0,8.390276758663749
90.125,8.27270603675248
90.25,8.39982825273303
90.375,8.391248771512712
90.5,8.368833596257309
90.625,8.327279975488596
90.75,8.391510292102279
90.875,8.363290424426028
91.0,8.41524443074605
91.125,8.445824741463783
91.25,8.28619194554858
91.375,8.358888027691485
91.5,8.427336932189062
91.625,8.38932269827272
91.75,8.386757911275378
91.875,8.330756567599984
92.0,8.413932383816581
92.125,8.414903328112679
92.25,8.414204578327025
92.375,8.284843146565704
92.5,8.381113053685766
92.625,8.412142245194058
92.75,8.393147843410821
92.875,8.399521678096702
93.0,8.301002434756436
93.125,8.417947831690674
93.25,8.394467411667115
93.375,8.380625015840204
93.5,8.364748133841882
93.625,8.33805055698642
93.75,8.401597734639063
93.875,8.368513544283909
94.0,8.382814066537172
94.125,8.302539045974454
94.25,8.351030439137732
94.375,8.361949639029202
94.5,8.40157316767533
94.625,8.411626466710274
94.75,8.262554879251905
94.875,8.421973899862078
95.0,8.4257839746637
95.125,8.402393051170227
95.25,8.332500161666871
95.375,8.376367304812334
95.5,8.387353285153974
95.625,8.437537687984507
95.75,8.440421511483503
95.875,8.280039904108179
96.0,8.422758097333409
96.125,8.499889456987363
96.25,8.3842952243249
96.375,8.395261645543806
96.5,8.397819101084956
96.625,8.46460712028838
96.75,8.418866266098656
96.875,8.458865386829334
97.0,8.344924268753138
97.125,8.43788824102102
97.25,8.437026442932854
97.375,8.42992416772147
97.5,8.477897736492501
97.625,8.395162542798596
97.75,8.453189024770543
97.875,8.470305731602455
98.0,8.44654348517281
98.125,8.376711189169422
98.25,8.343888008504788
98.375,8.410772654914933
98.5,8.399291893648474
98.625,8.389577523708727
98.75,8.246145845668677
98.875,8.345833109912206
99.0,8.342119126990564
99.125,8.398471640989927
99.25,8.355731949174006
99.375,8.24861999146367
99.5,8.46131436206955
99.625,8.518007260981705
99.75,8.585656904905415
99.875,8.59296009367395
100.0,8.567400331105635
