Iteration,Time,Residual
0, 0, 3.45489e-12
100, 0.125, 2.58188e-11
200, 0.25, 4.87277e-11
300, 0.375, 6.46091e-11
400, 0.5, 8.00326e-11
500, 0.625, 9.44772e-11
600, 0.75, 1.07231e-10
700, 0.875, 1.20218e-10
800, 1, 1.33636e-10
900, 1.125, 1.43118e-10
1000, 1.25, 1.51339e-10
1100, 1.375, 1.58837e-10
1200, 1.5, 1.69854e-10
1300, 1.625, 1.75894e-10
1400, 1.75, 1.82309e-10
1500, 1.875, 1.91831e-10
1600, 2, 1.99379e-10
1700, 2.125, 2.02685e-10
1800, 2.25, 2.04715e-10
1900, 2.375, 2.16097e-10
2000, 2.5, 2.20774e-10
2100, 2.625, 2.19421e-10
2200, 2.75, 2.25154e-10
2300, 2.875, 2.31852e-10
2400, 3, 2.3124e-10
2500, 3.125, 2.29995e-10
2600, 3.25, 2.38137e-10
2700, 3.375, 2.39711e-10
2800, 3.5, 2.36175e-10
2900, 3.625, 2.40819e-10
3000, 3.75, 2.44308e-10
3100, 3.875, 2.41768e-10
3200, 4, 2.40314e-10
3300, 4.125, 2.4831e-10
3400, 4.25, 2.488e-10
3500, 4.375, 2.44903e-10
3600, 4.5, 2.49518e-10
3700, 4.625, 2.5273e-10
3800, 4.75, 2.50695e-10
3900, 4.875, 2.50224e-10
4000, 5, 2.57166e-10
4100, 5.125, 2.5678e-10
4200, 5.25, 2.52109e-10
4300, 5.375, 2.57852e-10
4400, 5.5, 2.60677e-10
4500, 5.625, 2.58841e-10
4600, 5.75, 2.59204e-10
4700, 5.875, 2.64934e-10
4800, 6, 2.63597e-10
4900, 6.125, 2.58832e-10
5000, 6.25, 2.65654e-10
5100, 6.375, 2.68422e-10
5200, 6.5, 2.6616e-10
5300, 6.625, 2.67022e-10
5400, 6.75, 2.72061e-10
5500, 6.875, 2.68565e-10
5600, 7, 2.62815e-10
5700, 7.125, 2.6954e-10
5800, 7.25, 2.71508e-10
5900, 7.375, 2.68764e-10
6000, 7.5, 2.70255e-10
6100, 7.625, 2.75548e-10
6200, 7.75, 2.72023e-10
6300, 7.875, 2.66457e-10
6400, 8, 2.73506e-10
6500, 8.125, 2.74439e-10
6600, 8.25, 2.71047e-10
6700, 8.375, 2.73511e-10
6800, 8.5, 2.7842e-10
6900, 8.625, 2.75007e-10
7000, 8.75, 2.69875e-10
7100, 8.875, 2.76729e-10
7200, 9, 2.76654e-10
7300, 9.125, 2.72709e-10
7400, 9.25, 2.75942e-10
7500, 9.375, 2.80448e-10
7600, 9.5, 2.77066e-10
7700, 9.625, 2.72573e-10
7800, 9.75, 2.78945e-10
7900, 9.875, 2.77754e-10
8000, 10, 2.72937e-10
8100, 10.125, 2.76822e-10
8200, 10.25, 2.80706e-10
8300, 10.375, 2.77892e-10
8400, 10.5, 2.74209e-10
8500, 10.625, 2.80159e-10
8600, 10.75, 2.78343e-10
8700, 10.875, 2.72502e-10
8800, 11, 2.77519e-10
8900, 11.125, 2.81256e-10
9000, 11.25, 2.78872e-10
9100, 11.375, 2.76454e-10
9200, 11.5, 2.8204e-10
9300, 11.625, 2.79625e-10
9400, 11.75, 2.73026e-10
9500, 11.875, 2.78702e-10
9600, 12, 2.81657e-10
9700, 12.125, 2.7919e-10
9800, 12.25, 2.77932e-10
9900, 12.375, 2.8293e-10
10000, 12.5, 2.79955e-10
10100, 12.625, 2.72903e-10
10200, 12.75, 2.78817e-10
10300, 12.875, 2.8122e-10
10400, 13, 2.78721e-10
10500, 13.125, 2.78496e-10
10600, 13.25, 2.83401e-10
10700, 13.375, 2.79984e-10
10800, 13.5, 2.73124e-10
10900, 13.625, 2.79478e-10
11000, 13.75, 2.81175e-10
11100, 13.875, 2.78261e-10
11200, 14, 2.79157e-10
11300, 14.125, 2.83957e-10
11400, 14.25, 2.80483e-10
11500, 14.375, 2.74247e-10
11600, 14.5, 2.80664e-10
11700, 14.625, 2.81444e-10
11800, 14.75, 2.77514e-10
11900, 14.875, 2.79837e-10
12000, 15, 2.84413e-10
12100, 15.125, 2.80916e-10
12200, 15.25, 2.75636e-10
12300, 15.375, 2.81628e-10
12400, 15.5, 2.81456e-10
12500, 15.625, 2.768e-10
12600, 15.75, 2.80237e-10
12700, 15.875, 2.84816e-10
12800, 16, 2.81627e-10
12900, 16.125, 2.77076e-10
13000, 16.25, 2.8272e-10
13100, 16.375, 2.81597e-10
13200, 16.5, 2.76107e-10
13300, 16.625, 2.80494e-10
13400, 16.75, 2.83977e-10
13500, 16.875, 2.81188e-10
13600, 17, 2.7835e-10
13700, 17.125, 2.84636e-10
13800, 17.25, 2.82903e-10
13900, 17.375, 2.76549e-10
14000, 17.5, 2.82151e-10
14100, 17.625, 2.86488e-10
14200, 17.75, 2.85114e-10
14300, 17.875, 2.84876e-10
14400, 18, 2.9286e-10
14500, 18.125, 2.94675e-10
14600, 18.25, 2.94309e-10
14700, 18.375, 3.0831e-10
14800, 18.5, 3.24628e-10
14900, 18.625, 3.30126e-10
15000, 18.75, 3.38626e-10
15100, 18.875, 3.45288e-10
15200, 19, 3.49045e-10
15300, 19.125, 3.37556e-10
