Iteration,Time,Residual
0, 0, 3.43613e-11
100, 0.125, 2.26526e-10
200, 0.25, 4.06164e-10
300, 0.375, 5.34167e-10
400, 0.5, 6.46882e-10
500, 0.625, 7.80669e-10
600, 0.75, 8.94085e-10
700, 0.875, 9.83807e-10
800, 1, 1.07709e-09
900, 1.125, 1.1718e-09
1000, 1.25, 1.30583e-09
1100, 1.375, 1.40367e-09
1200, 1.5, 1.46728e-09
1300, 1.625, 1.54349e-09
1400, 1.75, 1.62192e-09
1500, 1.875, 1.71304e-09
1600, 2, 1.76966e-09
1700, 2.125, 1.83524e-09
1800, 2.25, 1.86547e-09
1900, 2.375, 1.89514e-09
2000, 2.5, 1.94007e-09
2100, 2.625, 1.9859e-09
2200, 2.75, 2.07801e-09
2300, 2.875, 2.05875e-09
2400, 3, 2.081e-09
2500, 3.125, 2.10376e-09
2600, 3.25, 2.15106e-09
2700, 3.375, 2.19473e-09
2800, 3.5, 2.16534e-09
2900, 3.625, 2.15277e-09
3000, 3.75, 2.19274e-09
3100, 3.875, 2.24772e-09
3200, 4, 2.22394e-09
3300, 4.125, 2.23065e-09
3400, 4.25, 2.22437e-09
3500, 4.375, 2.24407e-09
3600, 4.5, 2.31486e-09
3700, 4.625, 2.25306e-09
3800, 4.75, 2.26074e-09
3900, 4.875, 2.26554e-09
4000, 5, 2.29311e-09
4100, 5.125, 2.31869e-09
4200, 5.25, 2.29029e-09
4300, 5.375, 2.27423e-09
4400, 5.5, 2.32757e-09
4500, 5.625, 2.39256e-09
4600, 5.75, 2.33104e-09
4700, 5.875, 2.35749e-09
4800, 6, 2.34295e-09
4900, 6.125, 2.36864e-09
5000, 6.25, 2.44208e-09
5100, 6.375, 2.3734e-09
5200, 6.5, 2.35762e-09
5300, 6.625, 2.3997e-09
5400, 6.75, 2.44287e-09
5500, 6.875, 2.43107e-09
5600, 7, 2.44002e-09
5700, 7.125, 2.41138e-09
5800, 7.25, 2.44967e-09
5900, 7.375, 2.54271e-09
6000, 7.5, 2.4637e-09
6100, 7.625, 2.48281e-09
6200, 7.75, 2.48501e-09
6300, 7.875, 2.50067e-09
6400, 8, 2.5466e-09
6500, 8.125, 2.50798e-09
6600, 8.25, 2.47025e-09
6700, 8.375, 2.49599e-09
6800, 8.5, 2.56912e-09
6900, 8.625, 2.51522e-09
7000, 8.75, 2.52806e-09
7100, 8.875, 2.50452e-09
7200, 9, 2.52474e-09
7300, 9.125, 2.60598e-09
7400, 9.25, 2.52541e-09
7500, 9.375, 2.51533e-09
7600, 9.5, 2.51681e-09
7700, 9.625, 2.55124e-09
7800, 9.75, 2.55273e-09
7900, 9.875, 2.53946e-09
8000, 10, 2.5012e-09
8100, 10.125, 2.5246e-09
8200, 10.25, 2.61119e-09
8300, 10.375, 2.53295e-09
8400, 10.5, 2.54248e-09
8500, 10.625, 2.51898e-09
8600, 10.75, 2.53808e-09
8700, 10.875, 2.59329e-09
8800, 11, 2.53504e-09
8900, 11.125, 2.50708e-09
9000, 11.25, 2.5209e-09
9100, 11.375, 2.57926e-09
9200, 11.5, 2.5487e-09
9300, 11.625, 2.54996e-09
9400, 11.75, 2.51675e-09
9500, 11.875, 2.53811e-09
9600, 12, 2.62418e-09
9700, 12.125, 2.54318e-09
9800, 12.25, 2.53409e-09
9900, 12.375, 2.53096e-09
10000, 12.5, 2.54939e-09
10100, 12.625, 2.57629e-09
10200, 12.75, 2.5395e-09
10300, 12.875, 2.50242e-09
10400, 13, 2.51647e-09
10500, 13.125, 2.5945e-09
10600, 13.25, 2.53273e-09
10700, 13.375, 2.5449e-09
10800, 13.5, 2.51386e-09
10900, 13.625, 2.53122e-09
11000, 13.75, 2.60126e-09
11100, 13.875, 2.53113e-09
11200, 14, 2.51031e-09
11300, 14.125, 2.51338e-09
11400, 14.25, 2.55847e-09
11500, 14.375, 2.54806e-09
11600, 14.5, 2.54235e-09
11700, 14.625, 2.5023e-09
11800, 14.75, 2.527e-09
11900, 14.875, 2.61535e-09
12000, 15, 2.53436e-09
12100, 15.125, 2.54217e-09
12200, 15.25, 2.52651e-09
12300, 15.375, 2.55003e-09
12400, 15.5, 2.59436e-09
12500, 15.625, 2.53886e-09
12600, 15.75, 2.50586e-09
12700, 15.875, 2.52452e-09
12800, 16, 2.58486e-09
12900, 16.125, 2.55365e-09
13000, 16.25, 2.55755e-09
13100, 16.375, 2.52794e-09
13200, 16.5, 2.54899e-09
13300, 16.625, 2.62906e-09
13400, 16.75, 2.55472e-09
13500, 16.875, 2.5368e-09
13600, 17, 2.53393e-09
13700, 17.125, 2.5728e-09
13800, 17.25, 2.5786e-09
13900, 17.375, 2.55897e-09
14000, 17.5, 2.52486e-09
14100, 17.625, 2.52327e-09
14200, 17.75, 2.61422e-09
14300, 17.875, 2.54627e-09
14400, 18, 2.52309e-09
14500, 18.125, 2.52317e-09
14600, 18.25, 2.5283e-09
14700, 18.375, 2.61352e-09
14800, 18.5, 2.5882e-09
14900, 18.625, 2.56845e-09
15000, 18.75, 2.57441e-09
15100, 18.875, 2.65114e-09
15200, 19, 2.65884e-09
15300, 19.125, 2.63805e-09
15400, 19.25, 2.65925e-09
15500, 19.375, 2.68211e-09
15600, 19.5, 2.80188e-09
15700, 19.625, 2.8566e-09
15800, 19.75, 2.89888e-09
15900, 19.875, 2.86055e-09
16000, 20, 2.7809e-09
16100, 20.125, 2.70686e-09
16200, 20.25, 2.50354e-09
16300, 20.375, 2.44491e-09
16400, 20.5, 2.48362e-09
16500, 20.625, 2.54486e-09
16600, 20.75, 2.617e-09
16700, 20.875, 2.60497e-09
16800, 21, 2.60206e-09
16900, 21.125, 2.62751e-09
17000, 21.25, 2.57671e-09
17100, 21.375, 2.52392e-09
17200, 21.5, 2.53662e-09
17300, 21.625, 2.55528e-09
17400, 21.75, 2.55413e-09
17500, 21.875, 2.57963e-09
17600, 22, 2.57953e-09
17700, 22.125, 2.58562e-09
17800, 22.25, 2.59183e-09
17900, 22.375, 2.59089e-09
18000, 22.5, 2.65663e-09
18100, 22.625, 2.63112e-09
18200, 22.75, 2.60064e-09
18300, 22.875, 2.58814e-09
18400, 23, 2.6257e-09
18500, 23.125, 2.64713e-09
18600, 23.25, 2.60445e-09
18700, 23.375, 2.59681e-09
18800, 23.5, 2.5831e-09
18900, 23.625, 2.62157e-09
19000, 23.75, 2.65428e-09
19100, 23.875, 2.59928e-09
19200, 24, 2.58106e-09
19300, 24.125, 2.61806e-09
19400, 24.25, 2.62634e-09
19500, 24.375, 2.5881e-09
19600, 24.5, 2.62301e-09
19700, 24.625, 2.57591e-09
19800, 24.75, 2.61826e-09
19900, 24.875, 2.68479e-09
20000, 25, 2.56356e-09
